Stream,SYN,FIN,LEN,DPORT,PROTO,MIRAI
stream_0_date_18:45:57_09_22_2019.pcap,0.75,0,0,23,6,-1
stream_0_date_18:47:58_09_22_2019.pcap,0.28,0,5,23,6,1
stream_0_date_18:48:59_09_22_2019.pcap,0,0,0,23,6,-1
stream_0_date_19:01:30_09_17_2019.pcap,0.25,0,4.37,23,6,1
stream_0_date_19:03:08_09_19_2019.pcap,0.05,0,57.35,23,6,1
stream_0_date_19:05:09_09_19_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:06:04_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_19:08:06_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:16:49_09_21_2019.pcap,0.06,0,54.72,23,6,1
stream_0_date_19:17:09_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_19:18:13_09_19_2019.pcap,0.12,0,114.95,23,6,1
stream_0_date_19:18:50_09_21_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:19:10_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:20:14_09_19_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:23:12_09_22_2019.pcap,0.06,0,52.4,23,6,1
stream_0_date_19:25:13_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:27:14_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_19:28:15_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_19:28:17_09_19_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_19:29:16_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:29:18_09_19_2019.pcap,0,0.09,4.09,23,6,1
stream_0_date_19:30:17_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:36:19_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_19:38:21_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:39:22_09_22_2019.pcap,0.06,0,57.82,23,6,1
stream_0_date_19:41:23_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:45:25_09_22_2019.pcap,0.06,0,70.34,23,6,1
stream_0_date_19:47:26_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:52:05_09_18_2019.pcap,1,0,0,23,6,-1
stream_0_date_19:53:06_09_18_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_19:53:28_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_19:54:25_09_19_2019.pcap,0.06,0,62.9,23,6,1
stream_0_date_19:55:26_09_19_2019.pcap,1,0,0,23,6,-1
stream_0_date_19:55:29_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_19:59:09_09_18_2019.pcap,0.05,0,21.64,23,6,1
stream_0_date_20:00:10_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_0_date_20:02:11_09_18_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_20:03:12_09_18_2019.pcap,0.05,0,21.82,23,6,1
stream_0_date_20:04:13_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_0_date_20:04:32_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_20:05:14_09_18_2019.pcap,0.09,0.09,3.19,23,6,1
stream_0_date_20:06:34_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_20:13:04_09_21_2019.pcap,1,0,0,23,6,-1
stream_0_date_20:13:36_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_20:15:37_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_20:17:39_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_20:26:42_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_20:28:43_09_22_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_20:30:21_09_18_2019.pcap,0.05,0,20.36,23,6,1
stream_0_date_20:31:22_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_0_date_20:33:23_09_18_2019.pcap,0.06,0,22.15,23,6,1
stream_0_date_20:34:24_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_0_date_20:43:40_09_19_2019.pcap,0.11,0,58.05,23,6,1
stream_0_date_20:44:27_09_18_2019.pcap,0.06,0,22.09,23,6,1
stream_0_date_20:45:28_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_0_date_20:45:41_09_19_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_21:01:01_09_17_2019.pcap,0.05,0,57.88,23,6,1
stream_0_date_21:02:02_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:03:03_09_17_2019.pcap,0,0.71,0,23,6,-1
stream_0_date_21:04:04_09_17_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_21:09:07_09_17_2019.pcap,0,0.4,2.4,23,6,1
stream_0_date_21:10:08_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:15:10_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:16:11_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:16:56_09_22_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_21:18:12_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:19:13_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:22:38_09_18_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:26:15_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:29:17_09_17_2019.pcap,0.16,0.16,3.91,23,6,1
stream_0_date_21:41:38_09_20_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_21:42:39_09_20_2019.pcap,0.09,0,5.09,23,6,1
stream_0_date_21:43:21_09_17_2019.pcap,0.06,0,63.48,23,6,1
stream_0_date_21:43:40_09_20_2019.pcap,0,0,193.3,23,6,1
stream_0_date_21:44:41_09_20_2019.pcap,0.06,0,65.8,23,6,1
stream_0_date_21:45:22_09_17_2019.pcap,0,0.71,0,23,6,-1
stream_0_date_21:45:42_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_21:46:23_09_17_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_21:46:43_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_21:47:44_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_21:48:25_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:48:45_09_20_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_21:50:46_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_21:51:28_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:51:47_09_20_2019.pcap,0.06,0,65.8,23,6,1
stream_0_date_21:51:58_09_19_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_21:53:49_09_20_2019.pcap,0.06,0,70.34,23,6,1
stream_0_date_21:55:06_09_22_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:55:50_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_21:59:31_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_21:59:52_09_20_2019.pcap,0.06,0,65.8,23,6,1
stream_0_date_22:00:32_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:01:33_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:01:53_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:05:02_09_19_2019.pcap,0.18,0,4.27,23,6,1
stream_0_date_22:06:03_09_19_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:06:36_09_17_2019.pcap,0,0.72,0,23,6,-1
stream_0_date_22:07:37_09_17_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:08:38_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:09:39_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:17:37_09_21_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:17:43_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:24:02_09_16_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_22:26:00_09_20_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_22:28:01_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:30:02_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:31:10_09_19_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:32:03_09_20_2019.pcap,0.06,0,62.9,23,6,1
stream_0_date_22:32:48_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:33:04_09_20_2019.pcap,0,0,167.54,23,6,1
stream_0_date_22:33:49_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:34:05_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:35:06_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:37:08_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:38:09_09_20_2019.pcap,0.06,0,70.34,23,6,1
stream_0_date_22:41:10_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:42:11_09_20_2019.pcap,0,0,115.41,23,6,1
stream_0_date_22:43:52_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:44:13_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:44:53_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:45:14_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:45:54_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:46:15_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:47:16_09_19_2019.pcap,0.5,0,0,23,6,-1
stream_0_date_22:47:16_09_20_2019.pcap,0.06,0,67.24,23,6,1
stream_0_date_22:49:17_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:50:56_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:51:19_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_22:52:20_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_22:58:23_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:00:11_09_16_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:00:25_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:07:27_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:08:05_09_18_2019.pcap,0.06,0,23.51,23,6,1
stream_0_date_23:08:28_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:09:06_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_0_date_23:12:30_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:14:31_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:17:16_09_16_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_23:21:18_09_16_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:22:19_09_16_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_23:23:34_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:24:35_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:25:36_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:27:12_09_18_2019.pcap,0.05,0,19.23,23,6,1
stream_0_date_23:27:38_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:28:13_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_0_date_23:32:14_09_18_2019.pcap,0.12,0,52.42,23,6,1
stream_0_date_23:32:22_09_16_2019.pcap,0.05,0.05,11.41,23,6,1
stream_0_date_23:33:58_09_21_2019.pcap,0.66,0,0,23,6,-1
stream_0_date_23:34:16_09_18_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_23:34:59_09_21_2019.pcap,0,0,0,23,6,-1
stream_0_date_23:40:43_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:41:18_09_18_2019.pcap,0.06,0,22.09,23,6,1
stream_0_date_23:42:19_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_0_date_23:43:45_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:44:31_09_19_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:44:46_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:46:02_09_21_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:48:11_09_17_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:52:37_09_22_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:52:48_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:53:49_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:54:50_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:55:51_09_20_2019.pcap,0.06,0,54.09,23,6,1
stream_0_date_23:57:53_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_0_date_23:58:54_09_20_2019.pcap,1,0,0,23,6,-1
stream_0_date_23:59:24_09_18_2019.pcap,0.05,0,20.44,23,6,1
stream_0_date_23:59:55_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_00:08:59_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_00:10:00_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_00:20:40_09_20_2019.pcap,0.25,0,4.37,23,6,1
stream_1_date_00:22:45_09_23_2019.pcap,1,0,0,23,6,-1
stream_1_date_00:27:10_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_00:29:11_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_00:31:12_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_00:46:52_09_23_2019.pcap,0.06,0,68,23,6,1
stream_1_date_01:15:40_09_21_2019.pcap,0.06,0,70.34,23,6,1
stream_1_date_01:31:54_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_01:56:09_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_02:26:25_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_02:27:26_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_02:36:22_09_23_2019.pcap,0.66,0,0,23,6,-1
stream_1_date_02:44:34_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_02:45:35_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_02:56:40_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_02:58:42_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_03:00:44_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_03:09:47_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_03:27:56_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_03:28:57_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_03:55:10_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_04:19:21_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_04:22:24_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_04:49:38_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_04:51:40_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:01:45_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:06:49_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:22:53_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:24:55_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:28:58_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:39:01_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:40:02_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:41:03_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:42:04_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:44:06_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_05:51:10_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_06:09:19_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_06:56:44_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_06:58:45_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_07:21:58_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_07:24:00_09_21_2019.pcap,0,0.66,0,23,6,-1
stream_1_date_07:27:03_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_08:11:35_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_08:25:13_09_19_2019.pcap,0.11,0,40.04,23,6,1
stream_1_date_08:38:59_09_23_2019.pcap,0.1,0.1,3.52,23,6,1
stream_1_date_08:39:48_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_08:39:49_09_17_2019.pcap,0.66,0,0,23,6,-1
stream_1_date_08:41:50_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_08:52:57_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_08:55:59_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_09:04:02_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_09:06:03_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_09:07:34_09_19_2019.pcap,0.06,0,22.15,23,6,1
stream_1_date_09:17:02_09_20_2019.pcap,0.05,0,60,23,6,1
stream_1_date_09:18:10_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_09:23:13_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_09:32:59_09_22_2019.pcap,0.06,0,54.09,23,6,1
stream_1_date_09:34:19_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_09:37:22_09_21_2019.pcap,0.06,0,54.09,23,6,1
stream_1_date_09:47:30_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_09:58:24_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_10:09:28_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_10:14:32_09_20_2019.pcap,0,0.66,0,23,6,-1
stream_1_date_10:16:48_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_10:20:36_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_10:36:00_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_10:47:06_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_10:49:07_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_10:51:08_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:10:04_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:17:19_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:28:11_09_18_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:31:13_09_18_2019.pcap,0.06,0,49.59,23,6,1
stream_1_date_11:35:29_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:40:33_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:51:38_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:53:40_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:55:41_09_21_2019.pcap,1,0,0,23,6,-1
stream_1_date_11:55:54_09_23_2019.pcap,0.66,0,0,23,6,-1
stream_1_date_13:26:45_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_13:30:17_09_21_2019.pcap,0.66,0,0,23,6,-1
stream_1_date_13:30:47_09_20_2019.pcap,0.06,0,70.34,23,6,1
stream_1_date_14:06:28_09_23_2019.pcap,1,0,0,23,6,-1
stream_1_date_14:28:01_09_18_2019.pcap,0.4,0,2.4,23,6,1
stream_1_date_15:21:39_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_15:23:40_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_15:30:43_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_16:12:47_09_18_2019.pcap,0,0.25,9.5,23,6,1
stream_1_date_17:48:24_09_18_2019.pcap,0.05,0,37.44,23,6,1
stream_1_date_18:19:19_09_17_2019.pcap,0.66,0,0,23,6,-1
stream_1_date_18:20:38_09_18_2019.pcap,0.66,0,0,23,6,-1
stream_1_date_18:30:46_09_20_2019.pcap,0.06,0,65.8,23,6,1
stream_1_date_19:56:27_09_19_2019.pcap,0,0.66,0,23,6,-1
stream_1_date_21:08:06_09_17_2019.pcap,0.05,0,50.88,23,6,1
stream_1_date_21:27:23_09_21_2019.pcap,0.66,0,0,23,6,-1
stream_1_date_21:47:24_09_17_2019.pcap,0,0.66,0,23,6,-1
stream_1_date_21:50:27_09_17_2019.pcap,1,0,0,23,6,-1
stream_1_date_21:52:29_09_17_2019.pcap,1,0,0,23,6,-1
stream_1_date_22:04:35_09_17_2019.pcap,0.93,0,0,23,6,-1
stream_1_date_22:15:41_09_17_2019.pcap,1,0,0,23,6,-1
stream_1_date_22:16:42_09_17_2019.pcap,1,0,0,23,6,-1
stream_1_date_22:18:38_09_21_2019.pcap,0.16,0.16,3.91,23,6,1
stream_1_date_22:22:45_09_17_2019.pcap,1,0,0,23,6,-1
stream_1_date_22:32:11_09_19_2019.pcap,1,0,0,23,6,-1
stream_1_date_22:43:12_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_22:54:21_09_22_2019.pcap,1,0,0,23,6,-1
stream_1_date_22:57:22_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_22:59:24_09_20_2019.pcap,0.28,0,5,23,6,1
stream_1_date_23:37:41_09_20_2019.pcap,1,0,0,23,6,-1
stream_1_date_23:39:42_09_20_2019.pcap,1,0,0,23,6,-1
